COMP_TYPE,BRAND_NAME,PACK_NAME,PRD_CD,PRD_DESC1,CONV_FACTOR,MRP_UN,RP,DEALER_MARGIN,Textbox51,RP1
BEV,7 UP,1.25L,1379,7 UP 1.25 L PET 12 Rs65,12,65.00,60.0000,8.33,0.00,60.0000
BEV,7 UP,1.25L,1894,7 UP 1.25 L PET 15 Rs50 PROMO,15,50.00,46.6667,7.14,0.00,46.6667
BEV,7 UP,1.25L,2274,7 UP 1.25 L PET 12 Rs50,12,50.00,45.0000,11.11,0.00,45.0000
BEV,7 UP,1.25L,2282,7 UP 1.25 L PET 12 Rs52,12,52.00,47.5000,9.47,0.00,47.5000
BEV,7 UP,1.25L,2288,7 UP 1.25 L PET 12 Rs50 PROMO,12,50.00,45.8333,9.09,0.00,45.8333
BEV,7 UP,1.25L,2918,7 UP 1.25 L PET 12 Rs55,12,55.00,50.0000,10.00,0.00,50.0000
BEV,7 UP,1.25L,2947,7 UP 1.25 L PET 12 Rs49,12,49.00,45.0000,8.89,0.00,45.0000
BEV,7 UP,1.25L,2977,7 UP 1.25 L PET 12 Rs60,12,60.00,55.0000,9.09,0.00,55.0000
BEV,7 UP,1.25L,2989,7 UP 1.25 L PET 12 Rs60 PROMO,12,60.00,55.0000,9.09,0.00,55.0000
BEV,7 UP,1.25L,3190,7 UP 1.25 L PET 12 Rs58,12,58.00,53.0000,9.43,0.00,53.0000
BEV,7 UP,1.25L,4131,7 UP 1.25 L PET 15 Rs60,15,60.00,56.0000,7.14,0.00,56.0000
BEV,7 UP,1.25L,4142,7 UP 1.25 L PET 12 Rs65 PR-ATL,12,65.00,60.0000,8.33,0.00,60.0000
BEV,7 UP,1.25L,4257,7 UP 1.25 L PET 15 Rs50,15,50.00,46.0000,8.70,0.00,46.0000
BEV,7 UP,1.25L,4399,7 UP 1.25 L PET 12 Rs60 PR-ATL,12,60.00,55.0000,9.09,0.00,55.0000
BEV,7 UP,1.5L,1376,7 UP 1.5 L PET 12 Rs 65,12,65.00,60.0000,8.33,0.00,60.0000
BEV,7 UP,1.5L,1378,7 UP 1.5 L PET 12 Rs 68,12,68.00,63.0000,7.94,0.00,63.0000
BEV,7 UP,1.5L,1387,7 UP 1.5 L PET 12 Rs 75,12,75.00,70.0000,7.14,0.00,70.0000
BEV,7 UP,10L,3007,7 UP 10 L BIB,1,3000.00,2400.0000,25.00,0.00,2400.0000
BEV,7 UP,150ml,3585,7 UP 150ml CAN 24 Rs20,24,20.00,17.5000,14.29,0.00,17.5000
BEV,7 UP,180ml,4787,7UP 180ml CAN 30 Rs30 (ZERO),30,30.00,28.0000,7.14,0.00,28.0000
BEV,7 UP,1L,2211,7 UP 1.0 L PET 12 Rs35,12,35.00,32.0833,9.09,0.00,32.0833
BEV,7 UP,1L,2237,7 UP 1.0 L PET 12 RS40,12,40.00,37.1667,7.62,0.00,37.1667
BEV,7 UP,1L,2258,7 UP 1.0 L PET 12 Rs45,12,45.00,41.6667,8.00,0.00,41.6667
BEV,7 UP,1L,2295,7UP 1.25L 12 PET RS 52 (AF FREE),12,52.00,47.5000,9.47,0.00,47.5000
BEV,7 UP,1L,2297,7 UP 1.0 L PET 12 Rs47,12,47.00,43.0000,9.30,0.00,43.0000
BEV,7 UP,1L,2930,7 UP 1.0 L PET 12 Rs50,12,50.00,45.8333,9.09,0.00,45.8333
BEV,7 UP,1L,2966,7 UP 1.0 L PET 12 Rs49,12,49.00,45.0000,8.89,0.00,45.0000
BEV,7 UP,2.25L,2535,7 UP 2.25 L PET 9 Rs70,9,70.00,64.4444,8.62,0.00,64.4444
BEV,7 UP,2.25L,2548,7 UP 2.25 L PET 9 Rs75,9,75.00,62.0000,20.97,0.00,62.0000
BEV,7 UP,2.25L,2557,7 UP 2.25 L PET 9 Rs78,9,78.00,65.0000,20.00,0.00,65.0000
BEV,7 UP,2.25L,2574,7 UP 2.25 L PET 9 Rs80,9,80.00,74.0000,8.11,0.00,74.0000
BEV,7 UP,2.25L,2588,7 UP 2.25 L PET 9 Rs80 (SODA),9,80.00,74.4444,7.46,0.00,74.4444
BEV,7 UP,2.25L,3178,7 UP 2.25 L PET 9 Rs90,9,90.00,83.3333,8.00,0.00,83.3333
BEV,7 UP,2.25L,3185,7 UP 2.25 L PET 9 Rs90(A/F FREE),9,90.00,83.3333,8.00,0.00,83.3333
BEV,7 UP,2.25L,3956,7 UP 2.25 L PET 9 Rs85,9,85.00,78.3334,8.51,0.00,78.3334
BEV,7 UP,2.25L,3980,7 up 2.25 L PET 9 Rs85 Promo,9,85.00,73.8889,15.04,0.00,73.8889
BEV,7 UP,2.25L,4296,7 UP 2.25 L PET 9 RS99 PR- ATL,9,99.00,93.4444,5.95,0.00,93.4444
BEV,7 UP,2.25L,4352,7 UP 2.25 L PET 9 RS99,9,99.00,93.4444,5.95,0.00,93.4444
BEV,7 UP,2.25L,4453,7 UP 2.25 L PET 9 RS90 PROMO,9,90.00,83.3333,8.00,0.00,83.3333
BEV,7 UP,2.25L,4527,7 UP 2.25 L PET 9 RS95,9,95.00,88.3333,7.55,0.00,88.3333
BEV,7 UP,2.25L,4757,7 UP 2.25 L PET 9 RS95 PROMO,9,95.00,88.3333,7.55,0.00,88.3333
BEV,7 UP,200ML,1008,7 UP 200ml RGP 24 Rs10,24,10.00,9.0000,11.11,0.00,9.0000
BEV,7 UP,200ML,1030,7 UP 200ML RGP 24 RS10 UTC,24,10.00,9.0000,11.11,0.00,9.0000
BEV,7 UP,200ML,1044,7 UP 200ml RGP 24 Rs12,24,12.00,11.0000,9.09,0.00,11.0000
BEV,7 UP,200ML,1097,7 UP REVIVE 200ml RGP 24 Rs14,24,14.00,12.2500,14.29,0.00,12.2500
BEV,7 UP,200ML,1112,7 UP 200ml RGP 24 Rs15,24,15.00,13.6667,9.76,0.00,13.6667
BEV,7 UP,200ML,4211,7 UP 200ml RGP 24 Rs13,24,13.00,8.5417,52.20,0.00,8.5417
BEV,7 UP,200ML,4216,7 UP 200ml RGP 24 Rs14,24,14.00,12.2083,14.68,0.00,12.2083
BEV,7 UP,250ml,1453,7 UP 250ml CAN 24 Rs20,24,20.00,18.3333,9.09,0.00,18.3333
BEV,7 UP,250ml,1466,7 UP 250ml PET 24 Rs15,24,15.00,12.9167,16.13,0.00,12.9167
BEV,7 UP,250ml,1478,7 UP 250ml CAN 24 Rs25,24,25.00,22.0833,13.21,0.00,22.0833
BEV,7 UP,250ml,1876,7 UP 250ml PET 24 Rs20,24,20.00,20.0000,0.00,0.00,20.0000
BEV,7 UP,250ml,1902,7 UP 250ml PET 24 Rs18,24,18.00,15.9167,13.09,0.00,15.9167
BEV,7 UP,250ml,1961,7 UP 250ml PET 30 Rs20,30,20.00,18.0000,11.11,0.00,18.0000
BEV,7 UP,250ml,1967,7 UP 250ml PET 30 Rs18,30,18.00,16.1667,11.34,0.00,16.1667
BEV,7 UP,250ml,3507,7 UP 250ml CAN 24 Rs22,24,22.00,20.5000,7.32,0.00,20.5000
BEV,7 UP,250ml,3513,7 UP 250ml CAN 24 Rs30,24,30.00,27.5000,9.09,0.00,27.5000
BEV,7 UP,250ml,3575,7UP 250ml CAN 24 SW Rs25,24,25.00,22.5000,11.11,0.00,22.5000
BEV,7 UP,250ml,3591,7UP  250ml CAN 24 Rs35,24,35.00,32.5000,7.69,0.00,32.5000
BEV,7 UP,250ml,4093,7 UP 250ML CAN 4X6 RS175,24,29.17,26.6700,9.37,0.00,26.6700
BEV,7 UP,250ml,4134,7 UP 250ML PET 30 RS18 PR-ATL,30,18.00,17.1667,4.85,0.00,17.1667
BEV,7 UP,250ml,4181,7 UP 250ml PET 30 Rs20 HB,30,20.00,18.0002,11.11,0.00,18.0002
BEV,7 UP,250ml,4276,7 UP 250ml PET 30 Rs20 PR- ATL,30,20.00,18.0000,11.11,0.00,18.0000
BEV,7 UP,250ml,4983,7 Up 250 ml CAN 4X6 Rs99,6,99.00,90.0000,10.00,0.00,90.0000
BEV,7 UP,2L,2499,7 UP 2.0 L PET 9 Rs65,9,65.00,60.5556,7.34,0.00,60.5556
BEV,7 UP,2L,2724,LEMONY BITE 2.0 L PET 9 Rs59,9,59.00,55.6667,5.99,0.00,55.6667
BEV,7 UP,2L,2727,7 UP 2.0 L PET 9 Rs59,9,59.00,55.6667,5.99,0.00,55.6667
BEV,7 UP,2L,2760,7 UP 2.0 L PET 9 Rs59 PROMO,9,59.00,55.6667,5.99,0.00,55.6667
BEV,7 UP,2L,4437,7 UP 2.0 L PET 9 RS90,9,90.00,82.5000,9.09,0.00,82.5000
BEV,7 UP,300ML,1114,7 UP 300ml RGP 24 Rs25,24,25.00,16.6667,50.00,0.00,16.6667
BEV,7 UP,300ML,1228,7 UP 300ml RGP 24 Rs14,24,14.00,13.0000,7.69,0.00,13.0000
BEV,7 UP,300ML,1252,7 UP 300ml RGP 24 Rs15,24,15.00,12.5000,20.00,0.00,12.5000
BEV,7 UP,300ML,1264,7 UP 300ml RGP 24 Rs16,24,16.00,13.0417,22.68,0.00,13.0417
BEV,7 UP,300ML,1282,7 UP 300ml RGP 24 Rs18,24,18.00,15.5000,16.13,0.00,15.5000
BEV,7 UP,300ML,1540,7 UP 300ml RGP 24 Rs20,24,20.00,19.2511,3.89,0.00,19.2511
BEV,7 UP,300ML,1940,7UP 300ML PET 30 RS20,30,20.00,18.0000,11.11,0.00,18.0000
BEV,7 UP,300ML,4255,7 UP 300ml CAN 24 Rs30,24,30.00,25.8331,16.13,0.00,25.8331
BEV,7 UP,300ML,4739,7 UP 300ml CAN 24 Rs60,24,60.00,36.0000,66.67,0.00,36.0000
BEV,7 UP,330ml,1907,7UP 330ML PET 24 RS20,24,20.00,17.9167,11.63,0.00,17.9167
BEV,7 UP,330ml,1975,7UP 330ML PET 30 RS20 PROMO,30,20.00,16.3333,22.45,0.00,16.3333
BEV,7 UP,330ml,3398,7 UP REVIVE 330ML PET 24 RS25,24,25.00,22.9167,9.09,0.00,22.9167
BEV,7 UP,330ml,4103,7 UP REVIVE 330ML PET 24 RS20,24,20.00,17.9167,11.63,0.00,17.9167
BEV,7 UP,330ml,7141,7 UP 330ml CAN 24 Rs60,24,60.00,36.0000,66.67,0.00,36.0000
BEV,7 UP,400ml,3120,7 UP 400ml PET 24 Rs20,24,20.00,17.9167,11.63,0.00,17.9167
BEV,7 UP,400ml,3129,7 UP 400ml PET 24 Rs25,24,25.00,22.5000,11.11,0.00,22.5000
BEV,7 UP,400ml,4221,7 UP 400ml PET 24 Rs28,24,28.00,26.0000,7.69,0.00,26.0000
BEV,7 UP,475ml,1884,7 UP 475ML PET 24 RS30,24,30.00,27.9167,7.46,0.00,27.9167
BEV,7 UP,475ml,4172,7 UP 475ML PET 24 RS60,24,60.00,36.0000,66.67,0.00,36.0000
BEV,7 UP,500ML,1872,7 UP 500ML PET 24 RS60,24,60.00,36.0000,66.67,0.00,36.0000
BEV,7 UP,500ML,3139,7 UP REVIVE 500ML PET 24 RS35,24,35.00,32.5000,7.69,0.00,32.5000
BEV,7 UP,500ML,3140,7 UP REVIVE 500ML PET 24 RS32,24,32.00,29.5000,8.47,0.00,29.5000
BEV,7 UP,500ML,3198,7 UP REVIVE 500ML PET 24 RS60,24,60.00,52.6200,14.03,0.00,52.6200
BEV,7 UP,500ML,4184,7 UP 500ML PET 24 RS60 HB,24,60.00,30.0000,100.00,0.00,30.0000
BEV,7 UP,500ML,4339,7 UP 500ml PET 24 Rs30,24,30.00,25.8333,16.13,0.00,25.8333
BEV,7 UP,5L,3003,7 UP 5 L BIB,1,1500.00,1200.0000,25.00,0.00,1200.0000
BEV,7 UP,600ml,1890,7 UP 600ml PET 30 Rs30 PROMO,30,30.00,28.3333,5.88,0.00,28.3333
BEV,7 UP,600ml,2023,7 UP 600ml PET 24 Rs30,24,30.00,27.5000,9.09,0.00,27.5000
BEV,7 UP,600ml,2057,7 UP 600ml PET 24 Rs25,24,25.00,23.3333,7.14,0.00,23.3333
BEV,7 UP,600ml,2063,7 UP 600ml PET 24 Rs27,24,27.00,25.0000,8.00,0.00,25.0000
BEV,7 UP,600ml,2083,7 UP 600ml PET 24 Rs29,24,29.00,27.2500,6.42,0.00,27.2500
BEV,7 UP,600ml,2088,7 UP 600ml PET 24 Rs35,24,35.00,32.5000,7.69,0.00,32.5000
BEV,7 UP,600ml,2333,7 UP 600ml PET 24 Rs32,24,32.00,29.5000,8.47,0.00,29.5000
BEV,7 UP,600ml,2365,7 UP 600ml PET 24 Rs30 PROMO,24,30.00,27.5000,9.09,0.00,27.5000
BEV,7 UP,600ml,3105,7 UP 600ml PET 24 Rs45,24,45.00,45.0000,0.00,0.00,45.0000
BEV,7 UP,600ml,3128,7 UP 600ml PET 24 Rs35 PROMO,24,35.00,32.5000,7.69,0.00,32.5000
BEV,7 UP,600ml,4281,7UP 600ML PET 24 RS38 PR- ATL,24,38.00,35.5000,7.04,0.00,35.5000
BEV,7 UP,600ml,4512,7 UP 600ML PET 24 RS37,24,37.00,34.5000,7.25,0.00,34.5000
BEV,7 UP,600ml,4780,7 UP 600ml PET 24 Rs30 (Zero),24,30.00,27.5000,9.09,0.00,27.5000
BEV,7 UP,600ml,4966,7 UP 600ML PET 24 RS38,24,38.00,35.5000,7.04,0.00,35.5000
BEV,7 UP,750ml,3114,7 UP 750ml PET 24 Rs38,24,38.00,35.5007,7.04,0.00,35.5007
BEV,7 UP,750ml,3124,7 UP 750ml PET 24 Rs35,24,35.00,33.5000,4.48,0.00,33.5000
BEV,7 UP,750ml,4285,7 UP 750ml PET 24 Rs40  PR- ATL,24,40.00,37.5000,6.67,0.00,37.5000
BEV,7 UP,750ml,4934,7 UP 750ml PET 24 Rs39,24,39.00,36.2500,7.59,0.00,36.2500
BEV,7 UP,750ml,4935,7 UP 750ml PET 24 Rs39 PROMO,24,39.00,36.2500,7.59,0.00,36.2500
BEV,7 UP,750ml,4949,7UP 750ml PET MRP Rs40,24,40.00,37.5000,6.67,0.00,37.5000
BEV,7 UP,750ml,4953,7 UP 750ML PET 24 RS40,24,40.00,40.0000,0.00,0.00,40.0000
BEV,7 UP,750ml,4957,7 UP 750ml PET 24 Rs38 Promo,24,38.00,35.5007,7.04,0.00,35.5007
BEV,7 UP,750ml,4959,7 UP 750ml PET 24 Rs40 PROMO,24,40.00,37.5000,6.67,0.00,37.5000
BEV,Aquafina,1L,2802,AQUAFINA 1.0 L PET 12 Rs12,12,12.00,12.0000,0.00,0.00,12.0000
BEV,Aquafina,1L,2806,AQUAFINA 1.0 L PET 12 Rs30,12,30.00,15.0000,100.00,0.00,15.0000
BEV,Aquafina,1L,2810,AQUAFINA 1.0 L PET 13 Rs130 Combi,12,833.33,730.8332,14.03,0.00,730.8332
BEV,Aquafina,1L,2812,AQUAFINA 1.0 L PET 12 Rs15,12,15.00,10.0000,50.00,0.00,10.0000
BEV,Aquafina,1L,2827,AQUAFINA 1.0 L PET 12 Rs50,12,50.00,41.6667,20.00,0.00,41.6667
BEV,Aquafina,1L,2829,AQUAFINA 1.0 L PET 12 Rs18,12,18.00,12.0833,48.97,0.00,12.0833
BEV,Aquafina,1L,2845,AQUAFINA 1.0 L PET 15 Rs20,15,20.00,12.8000,56.25,0.00,12.8000
BEV,Aquafina,1L,2846,AQUAFINA 1.0 L PET 12 Rs20,12,20.00,13.0000,53.85,0.00,13.0000
BEV,Aquafina,1L,2896,AQUAFINA 1.0 L PET 12 Rs19,12,19.00,13.0000,46.15,0.00,13.0000
BEV,Aquafina,1L,2897,AQUAFINA 1.0 L PET 15 Rs19,15,19.00,13.0000,46.15,0.00,13.0000
BEV,Aquafina,1L,2899,AQUAVESS 1.0 L PET 12 Rs50,12,50.00,33.3333,50.00,0.00,33.3333
BEV,Aquafina,1L,4748,AQUAFINA 1.0 L PET 12 Rs20 (NEW),12,20.00,13.0000,53.85,0.00,13.0000
BEV,Aquafina,1L,4749,AQUAFINA 1.0 L PET 15 Rs20 (NEW),15,20.00,13.3333,50.00,0.00,13.3333
BEV,Aquafina,1L,7177,AQUAVESS 1.0 L PET 15 Rs50,15,50.00,25.0000,100.00,0.00,25.0000
BEV,Aquafina,1L,7281,AQUAFINA 1.0 L PET 15 Rs15,15,15.00,10.0000,50.00,0.00,10.0000
BEV,Aquafina,250ml,4232,AQUAFINA 250ml PET 30 Rs6,30,6.00,5.0000,20.00,0.00,5.0000
BEV,Aquafina,250ml,4233,AQUAFINA 250ml PET 48 Rs6,48,6.00,5.0000,20.00,0.00,5.0000
BEV,Aquafina,250ml,4236,AQUAFINA 250ml PET 30 Rs7,30,7.00,5.3333,31.25,0.00,5.3333
BEV,Aquafina,250ml,4239,AQUAFINA 250ml PET 36 Rs7,36,7.00,5.3333,31.25,0.00,5.3333
BEV,Aquafina,2L,2826,AQUAFINA 2.0 L PET 9 Rs25,9,25.00,15.1042,65.52,0.00,15.1042
BEV,Aquafina,2L,2880,AQUAFINA 2.0 L PET 9 RS40,9,40.00,27.7778,44.00,0.00,27.7778
BEV,Aquafina,2L,4710,AQUAFINA 2.0 L PET 9 Rs 35,9,35.00,27.7778,26.00,0.00,27.7778
BEV,Aquafina,2L,7293,AQUAFINA 2.0 L PET 9 Rs37,9,37.00,30.3333,21.98,0.00,30.3333
BEV,Aquafina,500ML,2813,AQUAFINA 500ml PET 24 Rs10,24,10.00,7.9167,26.32,0.00,7.9167
BEV,Aquafina,500ML,2856,AQUAFINA 500ml PET 24 Rs30,24,30.00,15.0000,100.00,0.00,15.0000
BEV,Aquafina,500ML,4711,AQUAFINA 500ml PET 30 Rs10,30,10.00,7.7333,29.31,0.00,7.7333
BEV,Aquafina,500ML,4713,AQUAVESS 500ml PET 30 Rs30,30,30.00,15.0000,100.00,0.00,15.0000
BEV,Aquafina,500ML,7126,AQUAVESS 500ml PET 24 Rs30,24,30.00,18.0000,66.67,0.00,18.0000
BEV,Chaach,125ml,8615,CB TADKA CHAACH 125ML TETRA40 Rs10,40,10.00,8.5000,17.65,0.00,8.5000
BEV,Chaach,200ML,8614,CB TADKA CHAACH 200ML TETRA30 Rs15,30,15.00,12.7667,17.49,0.00,12.7667
BEV,Dukes,1.25L,4030,DUKES LEMONADE 1.25L PET 12 MRP 52,12,52.00,47.5000,9.47,0.00,47.5000
BEV,Dukes,1L,4020,DUKES SODA 1.0 L PET 12 Rs 20,12,20.00,18.3333,9.09,0.00,18.3333
BEV,Dukes,1L,4025,DUKES LEMONADE 1.0L PET 12 MRP 45,9,45.00,41.6667,8.00,0.00,41.6667
BEV,Dukes,1L,4028,DUKES SODA 1.0 L PET 12 Rs 22,12,22.00,20.0000,10.00,0.00,20.0000
BEV,Dukes,1L,4031,DUKES LEMONADE 1.0L PET 12 MRP 47,12,47.00,43.0000,9.30,0.00,43.0000
BEV,Dukes,1L,4035,DUKES SODA 1.25 L PET 12 RS 25,9,25.00,19.0000,31.58,0.00,19.0000
BEV,Dukes,1L,4154,DUKES WATER 1.0 L PET12 Rs20,12,20.00,13.0000,53.85,0.00,13.0000
BEV,Dukes,1L,4381,DUKES WATER 1.0 L PET12 Rs30,12,30.00,15.0000,100.00,0.00,15.0000
BEV,Dukes,2.25L,4022,DUKES LEMONADE 2.25L PET 9 MRP 70,9,70.00,65.0000,7.69,0.00,65.0000
BEV,Dukes,2.25L,4027,DUKES LEMONADE 2.25L PET 9 MRP 75,9,75.00,62.0000,20.97,0.00,62.0000
BEV,Dukes,2.25L,4029,DUKES LEMONADE 2.25L PET 9 MRP 78,9,78.00,65.0000,20.00,0.00,65.0000
BEV,Dukes,250ml,4017,DUKES TONIC WATER 250ML CAN 24 RS25,24,25.00,23.5000,6.38,0.00,23.5000
BEV,Dukes,2L,4021,DUKES LEMONADE 2.0L PET 9 MRP 59,9,59.00,55.6662,5.99,0.00,55.6662
BEV,Dukes,300ML,4018,DUKES SODA 300ML RGP 24 Rs8,24,8.00,7.0833,12.94,0.00,7.0833
BEV,Dukes,300ML,4036,DUKES SODA 300ML RGP 24 Rs6,24,6.00,5.5417,8.27,0.00,5.5417
BEV,Dukes,300ML,4038,DUKES SODA 300ML RGP 24 Rs10,24,10.00,8.9583,11.63,0.00,8.9583
BEV,Dukes,300ML,4039,DUKES SODA 300ML RGP 24 Rs9,24,9.00,7.5000,20.00,0.00,7.5000
BEV,Dukes,300ML,4041,DUKES LEMONADE 300ML PET 30 RS20,30,20.00,18.0000,11.11,0.00,18.0000
BEV,Dukes,300ML,4985,DUKES LEMON 300ML RGP 24 Rs20,24,20.00,17.5000,14.29,0.00,17.5000
BEV,Dukes,300ML,4999,DUKES LEMONADE 300ML RGP 24 Rs15,24,15.00,12.5000,20.00,0.00,12.5000
BEV,Dukes,600ml,4002,DUKES LEMONADE 600ML PET 24 RS25,24,25.00,23.2500,7.53,0.00,23.2500
BEV,Dukes,600ml,4004,DUKES SODA 600ML PET 24 RS.15,24,15.00,12.5000,20.00,0.00,12.5000
BEV,Dukes,600ml,4006,DUKES LEMONADE 600ML PET 24 RS27,24,27.00,25.0000,8.00,0.00,25.0000
BEV,Dukes,600ml,4014,DUKES LEMONADE 600ML PET 24 MRP 29,24,29.00,27.2500,6.42,0.00,27.2500
BEV,Dukes,600ml,4023,DUKES LEMONADE 600ML PET 24 MRP 30,24,30.00,26.2500,14.29,0.00,26.2500
BEV,Dukes,600ml,4033,DUKES LEMONADE 600ML PET 24 RS32,24,32.00,29.7500,7.56,0.00,29.7500
BEV,Dukes,600ml,4040,DUKES LEMONADE 600ML PET 24 RS35,24,35.00,32.5000,7.69,0.00,32.5000
BEV,Dukes,600ml,4978,DUKES LEMONADE 600ML PET 24 MRP 38,24,38.00,35.5000,7.04,0.00,35.5000
BEV,Dukes,750ml,4384,DUKES SODA 750ML PET 24 RS 20,24,20.00,17.5000,14.29,0.00,17.5000
BEV,Evervess,1.25L,2626,EVERVESS SODA 1.25 L PET 12 Rs25,12,25.00,22.0000,13.64,0.00,22.0000
BEV,Evervess,1L,2611,EVERVESS SODA 1.0 L PET 12 Rs20,12,20.00,18.3333,9.09,0.00,18.3333
BEV,Evervess,1L,2622,EVERVESS SODA 1.0 L PET 12 Rs25,12,25.00,22.0000,13.64,0.00,22.0000
BEV,Evervess,1L,2629,EVERVESS SODA 1.0 L PET 12 Rs22,12,22.00,20.0000,10.00,0.00,20.0000
BEV,Evervess,2.25L,2658,EVERVESS SODA 2.25 L PET 9 Rs35,9,35.00,32.0000,9.38,0.00,32.0000
BEV,Evervess,2.25L,2661,EVERVESS SODA 2.25 L PET 9 Rs40,9,40.00,33.3333,20.00,0.00,33.3333
BEV,Evervess,250ml,2659,EVERVESS SODA 250ml PET 24 Rs10,24,10.00,8.1250,23.08,0.00,8.1250
BEV,Evervess,250ml,4996,DUKES SODA 250ML PET 24 RS 12,24,12.00,10.5000,14.29,0.00,10.5000
BEV,Evervess,250ml,7150,EVERVESS SODA 250ml PET 30 Rs10,30,10.00,8.0000,25.00,0.00,8.0000
BEV,Evervess,250ml,7190,EVERVESS SODA 250ml PET 30 Rs12,30,12.00,10.0000,20.00,0.00,10.0000
BEV,Evervess,250ml,7191,EVERVESS SODA 250ml PET 24 Rs12,24,12.00,10.0000,20.00,0.00,10.0000
BEV,Evervess,250ml,7390,EVERVESS SODA 250ML CAN 24 RS25,24,25.00,22.5000,11.11,0.00,22.5000
BEV,Evervess,2L,2610,EVERVESS SODA 2.0 L PET 9 Rs30,9,30.00,28.0000,7.14,0.00,28.0000
BEV,Evervess,2L,2637,EVERVESS SODA 2.0 L PET 9 Rs35,9,35.00,32.0000,9.38,0.00,32.0000
BEV,Evervess,2L,2660,EVERVESS SODA 2.0 L PET 9 Rs40,9,40.00,33.3333,20.00,0.00,33.3333
BEV,Evervess,300ML,2600,EVERVESS SODA 300ml RGP 24 Rs6,24,6.00,5.2500,14.29,0.00,5.2500
BEV,Evervess,300ML,2615,EVERVESS SODA 300ml RGP 24 Rs8,24,8.00,6.6667,20.00,0.00,6.6667
BEV,Evervess,300ML,2623,EVERVESS SODA 300ML RGP 24 RS9,24,9.00,8.0000,12.50,0.00,8.0000
BEV,Evervess,300ML,2628,EVERVESS SODA 300ml RGP 24 Rs10,24,10.00,8.0000,25.00,0.00,8.0000
BEV,Evervess,300ML,2657,EVERVESS SODA 300ML RGP 24 RS12,24,12.00,8.5833,39.81,0.00,8.5833
BEV,Evervess,330ml,1909,EVERVESS SODA 330ml PET 24 Rs10,24,10.00,8.7500,14.29,0.00,8.7500
BEV,Evervess,600ml,2612,EVERVESS SODA 600ml PET 24 Rs15,24,15.00,13.0000,15.38,0.00,13.0000
BEV,Evervess,600ml,2625,EVERVESS SODA 600ml PET 24 Rs18,24,18.00,11.6667,54.29,0.00,11.6667
BEV,Evervess,600ml,2630,E.SODA 600ml Rs.NIL(FREE WITH2.25ltr CSD,24,0.00,0.0000,12.90,0.00,0.0000
BEV,Evervess,600ml,2631,EVERVESS SODA 600ml PET 24 Rs16,24,16.00,14.5833,9.71,0.00,14.5833
BEV,Evervess,600ml,2634,EVERVESS SODA 600ml PET 24 Rs16,24,16.00,14.0000,14.29,0.00,14.0000
BEV,Evervess,750ml,2655,EVERVESS SODA 750ml PET 24 Rs20,24,20.00,17.5000,14.29,0.00,17.5000
BEV,Evervess,750ml,7123,EVERVESS SODA 750ml PET 24 Rs18,24,18.00,15.5000,16.13,0.00,15.5000
BEV,Evervess,750ml,7124,DUKES SODA 750ML PET 24 RS 18,24,18.00,15.5000,16.13,0.00,15.5000
BEV,Gatorade,200ML,8012,GATORADE LEMON 200ML PET30 RS20,30,20.00,18.0002,11.11,0.00,18.0002
BEV,Gatorade,250ml,8008,GATORADE ORANGE 250ml PET 30 Rs20,30,20.00,18.0000,11.11,0.00,18.0000
BEV,Gatorade,250ml,8009,GATORADE BLUE BOLT 250ml PET30 Rs20,30,20.00,18.0000,11.11,0.00,18.0000
BEV,Gatorade,250ml,8010,GATORADE LEMON 250ml PET30 Rs20,30,20.00,18.0000,11.11,0.00,18.0000
BEV,Gatorade,3.6kg,8003,GATORED LEMON 3.6KG POWDER 36 Rs80,36,80.00,68.4000,16.96,0.00,68.4000
BEV,Gatorade,3.6kg,8004,GATORED ORANGE 3.6KG POWDER 36 Rs80,36,80.00,68.4000,16.96,0.00,68.4000
BEV,Gatorade,500ML,8000,GATORED BLUE BOLT 500ml PET 24 Rs45,24,45.00,40.9500,9.89,0.00,40.9500
BEV,Gatorade,500ML,8001,GATORED LEMON 500ml PET 24 Rs45,24,45.00,40.9500,9.89,0.00,40.9500
BEV,Gatorade,500ML,8002,GATORED ORANGE 500ml PET 24 Rs45,24,45.00,40.9500,9.89,0.00,40.9500
BEV,Gatorade,500ML,8005,GATORED BLUE BOLT 500ml PET 24 Rs50,24,50.00,43.7500,14.29,0.00,43.7500
BEV,Gatorade,500ML,8006,GATORED LEMON 500ml PET 24 Rs50,24,50.00,43.7500,14.29,0.00,43.7500
BEV,Gatorade,500ML,8007,GATORED ORANGE 500ml PET 24 Rs50,24,50.00,43.7500,14.29,0.00,43.7500
BEV,Himalayan,1L,8219,HIMALAYAN 1.0 L PET 12 Rs59,12,59.00,42.1667,39.92,0.00,42.1667
BEV,Himalayan,1L,8225,HIMALAYAN 1.0 L PET 12 Rs100,12,100.00,83.1667,20.24,0.00,83.1667
BEV,Himalayan,1L,8226,TWP COPPER 1.0 L PET 12 Rs19,12,19.00,16.6250,14.29,0.00,16.6250
BEV,Himalayan,1L,8227,TWP ZINC 1.0 L PET 12 Rs19,12,19.00,15.7130,20.92,0.00,15.7130
BEV,Himalayan,1L,8228,TWP ZINC 1.0 L PET 12 Rs20,12,20.00,16.5400,20.92,0.00,16.5400
BEV,Himalayan,1L,8231,HIMALAYAN 1.0 L PET 12 Rs65,12,65.00,46.6667,39.29,0.00,46.6667
