product_id,product_name,piecepercase,category,price,quantity,unit,SGST,CGST,CESS
1337,MOUNTAIN DEW,12,PET,65.0,1.5,L,7,7,12
3583,MOUNTAIN DEW,24,CAN,20.0,150.0,ml,7,7,12
2212,MOUNTAIN DEW,12,PET,35.0,1.0,L,7,7,12
1397,MOUNTAIN DEW,9,PET,99.0,2.25,L,7,7,12
1009,MOUNTAIN DEW,24,RGP,10.0,200.0,ml,7,7,12
1424,MOUNTAIN DEW,24,CAN,20.0,250.0,ml,7,7,12
1467,MOUNTAIN DEW,24,PET,15.0,250.0,ml,7,7,12
2700,MOUNTAIN DEW,9,PET,65.0,2.0,L,7,7,12
1115,MOUNTAIN DEW,24,RGP,25.0,300.0,ml,7,7,12
1942,MOUNTAIN DEW,30,PET,20.0,300.0,ml,7,7,12
4254,MOUNTAIN DEW,24,CAN,30.0,300.0,ml,7,7,12
1698,MOUNTAIN DEW,24,CAN,60.0,330.0,ml,7,7,12
1910,MOUNTAIN DEW,24,PET,20.0,330.0,ml,7,7,12
3122,MOUNTAIN DEW,24,PET,20.0,400.0,ml,7,7,12
1880,MOUNTAIN DEW,24,PET,60.0,500.0,ml,7,7,12
2024,MOUNTAIN DEW,24,PET,30.0,600.0,ml,7,7,12
3116,MOUNTAIN DEW,24,PET,38.0,750.0,ml,7,7,12
4367,MOUNTAIN DEW ICE,15,PET,50.0,1.25,L,7,7,12
4248,MOUNTAIN DEW ICE,9,PET,90.0,2.25,L,7,7,12
1898,MOUNTAIN DEW ICE,30,PET,20.0,250.0,ml,7,7,12
4241,MOUNTAIN DEW ICE,24,PET,30.0,600.0,ml,7,7,12
1085,NIMBOOZ MASALA SODA,24,RGP,10.0,200.0,ml,7,7,12
4977,NIMBOOZ MASALA SODA,24,PET,20.0,250.0,ml,7,7,12
1943,NIMBOOZ MASALA SODA,30,PET,20.0,300.0,ml,7,7,12
4105,NIMBOOZ MASALA SODA,24,PET,20.0,330.0,ml,7,7,12
2392,NIMBOOZ MASALA SODA,24,PET,32.0,500.0,ml,7,7,12
2325,NIMBOOZ MASALA SODA,24,PET,30.0,600.0,ml,7,7,12
2294,PEPSI,12,PET,52.0,1.25,L,7,7,12
4991,PEPSI,6,CAN,99.0,250.0,ml,7,7,12
1944,PEPSI,30,PET,20.0,300.0,ml,7,7,12
4781,PEPSI BLACK,12,PET,50.0,1.5,L,7,7,12
4786,PEPSI BLACK,30,CAN,30.0,180.0,ml,7,7,12
1978,PEPSI BLACK,24,PET,20.0,250.0,ml,7,7,12
3537,PEPSI BLACK,24,CAN,25.0,250.0,ml,7,7,12
4738,PEPSI BLACK,24,CAN,60.0,300.0,ml,7,7,12
7142,PEPSI BLACK,24,CAN,60.0,330.0,ml,7,7,12
1994,PEPSI BLACK,24,PET,20.0,500.0,ml,7,7,12
4782,PEPSI BLACK,24,PET,30.0,600.0,ml,7,7,12
1380,PEPSI COLA,12,PET,65.0,1.25,L,7,7,12
1335,PEPSI COLA,12,PET,65.0,1.5,L,7,7,12
3582,PEPSI COLA,24,CAN,20.0,150.0,ml,7,7,12
2210,PEPSI COLA,12,PET,35.0,1.0,L,7,7,12
1398,PEPSI COLA,9,PET,99.0,2.25,L,7,7,12
1000,PEPSI COLA,24,RGP,8.0,200.0,ml,7,7,12
1425,PEPSI COLA,24,CAN,20.0,250.0,ml,7,7,12
1464,PEPSI COLA,24,PET,15.0,250.0,ml,7,7,12
1549,PEPSI COLA,30,PET,49.0,295.0,ml,7,7,12
2498,PEPSI COLA,9,PET,65.0,2.0,L,7,7,12
1113,PEPSI COLA,24,RGP,25.0,300.0,ml,7,7,12
4253,PEPSI COLA,24,CAN,30.0,300.0,ml,7,7,12
1699,PEPSI COLA,24,CAN,60.0,330.0,ml,7,7,12
1911,PEPSI COLA,24,PET,20.0,330.0,ml,7,7,12
3119,PEPSI COLA,24,PET,20.0,400.0,ml,7,7,12
4168,PEPSI COLA,24,PET,60.0,475.0,ml,7,7,12
1871,PEPSI COLA,24,PET,60.0,500.0,ml,7,7,12
1888,PEPSI COLA,30,PET,30.0,600.0,ml,7,7,12
3113,PEPSI COLA,24,PET,38.0,750.0,ml,7,7,12
3224,SLICE MANGO,12,PET,55.0,1.2,L,6,6,0
3376,SLICE MANGO,9,PET,85.0,1.75,L,6,6,0
3581,SLICE MANGO,40,TETRA,10.0,125.0,ml,6,6,0
3218,SLICE MANGO,24,TETRA,12.0,200.0,ml,6,6,0
3240,SLICE MANGO,24,RGP,10.0,200.0,ml,6,6,0
3283,SLICE MANGO,24,RGP,14.0,250.0,ml,6,6,0
3268,SLICE MANGO,24,PET,20.0,350.0,ml,6,6,0
3213,SLICE MANGO,24,PET,25.0,500.0,ml,6,6,0
3293,SLICE MANGO,24,PET,32.0,600.0,ml,6,6,0
4149,STING,24,RGP,15.0,200.0,ml,7,7,12
1886,STING,24,CAN,35.0,250.0,ml,7,7,12
1922,STING,24,PET,30.0,250.0,ml,7,7,12
4044,STING,24,PET,30.0,500.0,ml,7,7,12
4785,STING BLUE,30,PET,20.0,250.0,ml,7,7,12
2618,TEEM SODA,24,RGP,4.5,300.0,ml,7,7,12
1912,TEEM SODA,24,PET,10.0,330.0,ml,7,7,12
3354,TROPICANA MIX FRUIT,24,PET,40.0,500.0,ml,6,6,0
8400,TROPICANA APPLE,12,TETRA,120.0,1.0,L,6,6,0
3619,TROPICANA APPLE,30,TETRA,20.0,200.0,ml,6,6,0
8473,TROPICANA APPLE,24,PET,30.0,200.0,ml,6,6,0
8406,TROPICANA GRAPE,12,TETRA,120.0,1.0,L,6,6,0
8407,TROPICANA MIX FRUIT,12,TETRA,120.0,1.0,L,6,6,0
3615,TROPICANA MIX FRUIT,30,TETRA,20.0,200.0,ml,6,6,0
8472,TROPICANA MIX FRUIT,24,PET,30.0,200.0,ml,6,6,0
8409,TROPICANA ORANGE,12,TETRA,120.0,1.0,L,6,6,0
3621,TROPICANA ORANGE,30,TETRA,20.0,200.0,ml,6,6,0
8474,TROPICANA ORANGE,24,PET,30.0,200.0,ml,6,6,0
8308,TROPICANA APPLE,24,PET,40.0,500.0,ml,6,6,0
8319,TROPICANA APPLE,30,PET,20.0,180.0,ml,6,6,0
8493,TROPICANA APPLE,12,PET,80.0,1.0,L,6,6,0
8498,TROPICANA APPLE,24,PET,20.0,250.0,ml,6,6,0
8323,TROPICANA CRANBERRY,12,TETRA,135.0,1.0,L,6,6,0
8411,TROPICANA GUAVA,12,TETRA,99.0,1.0,L,6,6,0
3655,TROPICANA GUAVA,30,TETRA,20.0,200.0,ml,6,6,0
8480,TROPICANA GUAVA,12,PET,100.0,1000.0,ml,6,6,0
8307,TROPICANA GUAVA,24,PET,40.0,500.0,ml,6,6,0
8321,TROPICANA GUAVA,30,PET,20.0,180.0,ml,6,6,0
3681,TROPICANA GUAVA,24,PET,20.0,200.0,ml,6,6,0
8500,TROPICANA GUAVA,24,PET,20.0,250.0,ml,6,6,0
8519,TROPICANA APPLE,40,TETRA,10.0,125.0,ml,6,6,0
4138,TROPICANA APPLE,30,TETRA,20.0,180.0,ml,6,6,0
8310,TROPICANA LYCHEE,24,PET,40.0,500.0,ml,6,6,0
8320,TROPICANA LYCHEE,30,PET,20.0,180.0,ml,6,6,0
3698,TROPICANA LYCHEE,30,PET,20.0,200.0,ml,6,6,0
4145,TROPICANA LYCHEE,30,TETRA,20.0,180.0,ml,6,6,0
4267,TROPICANA LYCHEE,30,PET,20.0,250.0,ml,6,6,0
8300,TROPICANA LYCHEE,30,TETRA,20.0,200.0,ml,6,6,0
8414,TROPICANA LYCHEE,12,TETRA,99.0,1.0,L,6,6,0
3673,TROPICANA MANGO,30,TETRA,20.0,200.0,ml,6,6,0
4155,TROPICANA MANGO,30,TETRA,20.0,180.0,ml,6,6,0
8322,TROPICANA MIX FRUIT,30,PET,20.0,180.0,ml,6,6,0
8499,TROPICANA MIX FRUIT,24,PET,20.0,250.0,ml,6,6,0
8483,TROPICANA MIX FRUIT,12,PET,100.0,1000.0,ml,6,6,0
8478,TROPICANA ORANGE,12,PET,110.0,1.0,L,6,6,0
8491,TROPICANA ORANGE,12,PET,80.0,1000.0,ml,6,6,0
8317,TROPICANA ORANGE,30,PET,20.0,180.0,ml,6,6,0
4153,TROPICANA ORANGE,30,TETRA,20.0,180.0,ml,6,6,0
8492,TROPICANA POMEGRANATE,12,PET,80.0,1000.0,ml,6,6,0
4151,TROPICANA POMEGRANATE,30,TETRA,20.0,180.0,ml,6,6,0
8316,TROPICANA POMEGRANATE,30,PET,20.0,200.0,ml,6,6,0
8421,TROPICANA POMEGRANATE,12,TETRA,110.0,1.0,L,6,6,0
3651,TROPICANA POMEGRANATE,30,TETRA,20.0,200.0,ml,6,6,0
8318,TROPICANA POMEGRANATE,30,PET,20.0,180.0,ml,6,6,0
3689,TROPICANA POMEGRANATE,24,PET,40.0,500.0,ml,6,6,0
4268,TROPICANA POMEGRANATE,30,PET,20.0,250.0,ml,6,6,0
